date,photo_count,temp,min,max,precip
2021-06-13,23,29.9,28.0,32.0,0.0
2021-06-12,10,28.5,27.0,32.0,0.0
2021-06-11,17,28.0,26.0,31.0,0.0
2021-06-10,18,28.0,27.0,30.0,0.0
2021-06-09,28,,,,
2021-06-08,47,28.3,28.0,29.0,0.0
2021-06-06,50,23.3,22.0,26.0,6.1
2021-06-05,72,22.9,22.0,24.0,0.0
2021-06-04,37,21.8,22.0,22.0,30.6
2021-06-03,67,21.8,21.0,24.0,95.7
2021-06-02,28,23.6,21.0,27.0,2.0
2021-06-01,24,26.3,22.0,31.0,0.2
2021-04-29,3,,,,
2021-04-28,10,26.3,23.0,30.0,0.0
2021-04-27,6,,,,
2021-04-25,2,21.5,16.0,31.0,0.0
2021-04-24,47,25.2,23.0,30.0,7.4
2021-04-22,1,,,,
2021-04-21,16,17.7,12.0,24.0,0.0
2021-04-20,1,,,,
2021-04-19,1,16.3,9.0,23.0,0.0
2021-04-18,16,13.1,11.0,16.0,0.0
2021-04-17,23,17.0,14.0,22.0,4.3
2021-04-15,3,20.5,19.0,21.0,1.8
2021-04-13,4,22.4,22.0,24.0,0.0
2021-04-12,1,,,,
2021-04-11,30,17.6,13.0,23.0,0.0
2021-04-10,18,24.1,23.0,25.0,0.0
2021-04-04,1,15.7,8.0,23.0,0.0
2021-04-01,5,15.9,7.0,26.0,0.0
2021-03-30,4,17.2,16.0,19.0,0.0
2021-03-28,13,24.9,24.0,27.0,0.0
2021-03-27,16,22.0,22.0,23.0,0.0
2021-03-25,28,19.6,19.0,21.0,0.2
2021-03-24,5,15.8,13.0,19.0,9.7
2021-03-23,6,19.9,19.0,21.0,0.2
2021-03-22,1,14.2,12.0,17.0,0.0
2021-03-21,15,13.1,6.0,22.0,0.0
2021-03-20,9,9.9,7.0,14.0,0.0
2021-03-19,9,12.8,11.0,16.0,0.0
2021-03-18,4,16.8,12.0,22.0,0.7
2021-03-17,29,22.6,22.0,23.0,0.2
2021-03-16,7,22.4,19.0,27.0,0.0
2021-03-15,9,17.8,14.0,27.0,11.9
2021-03-14,16,21.4,14.0,28.0,0.0
2021-03-13,7,21.6,16.0,28.0,0.0
2021-03-10,4,19.9,12.0,26.0,0.0
2021-03-07,19,13.6,4.0,22.0,0.0
2021-03-05,9,15.6,5.0,24.0,0.0
2021-03-04,3,13.3,5.0,22.0,0.0
2021-03-03,5,11.9,4.0,21.0,0.2
2021-03-02,20,12.2,8.0,23.0,10.9
2021-03-01,3,19.8,14.0,28.0,0.0
2021-02-28,57,23.2,19.0,28.0,0.0
2021-02-27,14,21.9,19.0,27.0,0.2
2021-02-24,16,16.5,14.0,20.0,0.0
2021-02-22,8,13.6,10.0,18.0,0.0
2021-02-21,27,6.1,3.0,9.0,0.0
2021-02-20,1,1.5,-1.0,4.0,0.0
2021-02-19,9,-0.7,-2.0,1.0,0.0
2021-02-14,1,1.9,1.0,4.0,0.2
2021-02-10,9,17.8,16.0,21.0,0.0
2021-02-07,7,11.7,7.0,16.0,0.0
2021-02-06,7,8.8,8.0,9.0,5.7
2021-02-02,7,11.4,4.0,18.0,0.0
2021-01-31,5,18.1,10.0,23.0,0.0
2021-01-30,31,13.6,10.0,17.0,0.0
2021-01-28,9,9.5,5.0,14.0,0.0
2021-01-27,27,16.8,13.0,19.0,0.0
2021-01-26,15,16.9,12.0,21.0,0.0
2021-01-25,12,22.9,17.0,25.0,0.2
2021-01-24,30,18.3,17.0,25.0,1.2
2021-01-23,52,16.4,14.0,19.0,0.2
2021-01-21,24,16.6,16.0,17.0,0.0
2021-01-20,29,16.6,14.0,26.0,0.0
2021-01-18,23,8.4,6.0,13.0,0.0
2021-01-17,27,5.2,3.0,8.0,0.0
2021-01-16,29,9.8,4.0,16.0,0.0
2021-01-14,33,7.5,5.0,11.0,0.0
2021-01-13,39,6.2,3.0,9.0,0.0
2021-01-10,3,8.6,8.0,9.0,0.0
2021-01-09,42,5.8,3.0,8.0,0.0
2021-01-06,6,,,,
2021-01-05,7,,,,
2021-01-03,18,,,,
2021-01-02,34,,,,
2021-01-01,35,7.8,4.0,12.0,20.5
2020-12-30,14,20.4,14.0,24.0,0.0
2020-12-29,45,17.6,12.0,24.0,0.0
2020-12-28,31,16.2,13.0,19.0,0.0
2020-12-27,50,13.2,12.0,14.0,0.0
2020-12-26,29,7.4,5.0,11.0,0.0
2020-12-25,2,8.9,3.0,18.0,0.0
2020-12-24,29,11.3,4.0,27.0,5.6
2020-12-23,7,19.8,16.0,26.0,0.0
2020-12-22,29,10.9,7.0,16.0,0.0
2020-12-20,29,13.3,9.0,19.0,17.9
2020-12-18,35,8.5,0.0,19.0,0.0
2020-12-15,10,7.0,3.0,9.0,0.0
2020-12-12,34,18.3,14.0,25.0,13.9
2020-12-11,3,17.8,16.0,21.0,0.0
2020-12-10,23,12.2,9.0,16.0,0.0
2020-12-09,1,14.8,8.0,26.0,0.0
2020-12-08,4,12.1,4.0,23.0,0.0
2020-12-05,15,7.9,2.0,16.0,0.0
2020-12-03,12,13.2,10.0,15.0,6.8
2020-11-29,20,14.9,14.0,19.0,26.9
2020-11-26,19,16.2,10.0,24.0,2.0
2020-11-24,26,17.8,11.0,27.0,0.0
2020-11-21,8,,,,
2020-11-20,1,,,,
2020-11-19,9,13.8,12.0,18.0,0.0
2020-11-17,1,11.3,9.0,14.0,0.0
2020-11-15,2,25.2,24.0,26.0,0.0
2020-11-14,18,22.6,22.0,23.0,0.0
2020-11-13,16,19.4,17.0,23.0,0.0
2020-11-12,1,18.7,16.0,22.0,0.0
2020-11-10,1,22.7,22.0,23.0,0.0
2020-11-08,12,18.7,16.0,22.0,0.0
2020-11-06,8,16.4,14.0,21.0,0.0
2020-11-05,3,17.1,14.0,19.0,0.0
2020-11-04,2,11.9,9.0,17.0,0.0
2020-11-03,8,10.4,8.0,14.0,0.0
2020-11-01,5,17.2,11.0,26.0,0.0
2020-10-31,5,11.7,8.0,16.0,0.0
2020-10-30,45,10.8,10.0,12.0,0.0
2020-10-29,4,8.3,6.0,11.0,2.5
2020-10-27,4,19.4,16.0,22.0,0.0
2020-10-26,2,22.6,21.0,26.0,0.0
2020-10-25,8,18.0,15.0,24.0,0.0
2020-10-24,35,16.1,12.0,21.0,0.0
2020-10-17,64,18.7,13.0,27.0,5.2
2020-10-16,4,24.2,19.0,27.0,0.0
2020-10-11,50,26.9,21.0,34.0,0.0
2020-10-10,15,24.8,19.0,33.0,0.0
2020-10-08,20,24.7,24.0,26.0,0.0
2020-10-06,2,19.5,18.0,22.0,0.0
2020-10-04,8,19.1,17.0,22.0,0.0
2020-10-03,17,17.4,15.0,21.0,0.0
2020-10-01,5,21.7,14.0,31.0,0.0
2020-09-29,3,21.1,18.0,22.0,0.5
2020-09-27,43,24.0,23.0,26.0,0.0
2020-09-26,33,20.9,19.0,24.0,0.0
2020-09-25,95,22.0,21.0,23.0,0.0
2020-09-24,90,22.6,22.0,24.0,17.9
2020-09-23,16,23.9,23.0,25.0,90.9
2020-09-20,4,23.6,21.0,27.0,0.0
2020-09-19,51,24.6,23.0,28.0,0.0
2020-09-18,54,25.7,24.0,29.0,0.0
2020-09-17,47,26.4,26.0,27.0,0.0
2020-09-16,28,28.2,26.0,31.0,0.0
2020-09-15,18,27.4,26.0,29.0,0.0
2020-09-13,28,27.6,26.0,32.0,0.0
2020-09-12,38,26.2,25.0,28.0,0.0
2020-09-11,69,24.3,23.0,26.0,3.3
2020-09-10,14,27.2,26.0,29.0,11.6
2020-09-09,15,27.8,24.0,34.0,0.5
2020-09-08,4,25.4,24.0,27.0,15.7
2020-09-06,13,24.1,23.0,25.0,40.5
2020-09-05,21,24.9,24.0,26.0,0.0
2020-09-04,1,26.8,26.0,28.0,0.0
2020-09-03,3,29.8,29.0,32.0,0.0
2020-09-02,1,32.1,28.0,37.0,0.0
2020-08-31,1,29.6,28.0,32.0,0.0
2020-08-30,20,29.0,27.0,31.0,0.0
2020-08-29,2,27.2,26.0,28.0,5.6
2020-08-28,3,31.6,26.0,37.0,0.0
2020-08-27,6,28.9,26.0,36.0,0.0
2020-08-25,23,29.7,24.0,36.0,0.0
2020-08-23,7,,,,
2020-08-22,33,,,,
2020-08-21,3,,,,
2020-08-19,8,27.8,24.0,31.0,0.0
2020-08-16,11,,,,
2020-08-15,1,30.1,28.0,33.0,0.0
2020-08-14,8,30.4,25.0,37.0,0.0
2020-08-11,12,29.4,28.0,32.0,0.0
2020-08-09,5,28.6,28.0,31.0,0.2
2020-08-08,21,,,,
2020-08-07,16,28.7,26.0,31.0,0.0
2020-08-05,25,29.3,24.0,36.0,1.8
2020-08-04,4,,,,
2020-08-02,1,27.3,22.0,34.0,6.1
2020-08-01,30,26.9,23.0,36.0,1.5
2020-07-31,30,29.9,26.0,36.0,0.0
2020-07-29,5,25.8,25.0,28.0,13.9
2020-07-28,19,27.2,26.0,29.0,0.0
2020-07-26,3,25.0,24.0,26.0,18.7
2020-07-24,9,29.6,27.0,33.0,0.0
2020-07-22,3,27.4,24.0,33.0,11.6
2020-07-17,9,30.1,28.0,33.0,0.0
2020-07-10,12,29.2,27.0,32.0,0.0
2020-07-05,23,30.2,23.0,36.0,0.0
2020-07-04,2,28.2,23.0,36.0,0.0
2020-07-03,10,30.4,26.0,36.0,0.0
2020-07-01,15,30.6,28.0,34.0,0.0
2020-06-30,14,,,,
2020-06-28,14,28.1,27.0,29.0,0.0
2020-06-27,14,27.5,27.0,28.0,0.0
2020-06-26,26,26.1,26.0,27.0,0.0
2020-06-24,10,26.2,25.0,27.0,0.0
2020-06-21,11,27.3,27.0,29.0,3.3
2020-06-20,3,26.2,24.0,28.0,0.0
2020-06-19,5,26.2,23.0,29.0,0.0
2020-06-14,1,27.2,20.0,33.0,0.0
2020-06-13,21,27.4,19.0,33.0,0.0
2020-06-11,40,,,,
2020-06-10,15,28.9,28.0,31.0,0.0
2020-06-09,60,30.3,27.0,36.0,0.0
2020-06-07,20,29.3,23.0,36.0,0.5
2020-06-06,19,29.1,23.0,36.0,0.0
2020-06-05,19,27.1,24.0,29.0,2.5
2020-06-03,13,26.8,26.0,29.0,0.0
2020-06-02,27,24.1,23.0,26.0,0.0
2020-06-01,1,25.4,23.0,31.0,2.8
2020-05-31,47,26.3,21.0,32.0,0.0
2020-05-30,83,26.0,21.0,32.0,0.0
2020-05-29,3,25.9,18.0,32.0,0.0
2020-05-27,29,24.2,18.0,32.0,11.6
2020-05-26,46,25.0,19.0,32.0,11.2
2020-05-25,9,22.7,19.0,32.0,41.3
2020-05-24,2,27.4,19.0,33.0,0.0
2020-05-23,36,29.0,23.0,34.0,0.0
2020-05-22,26,28.1,23.0,34.0,0.0
2020-05-20,17,28.5,22.0,34.0,0.0
2020-05-18,7,25.7,18.0,34.0,0.2
2020-05-17,10,24.1,19.0,31.0,0.7
2020-05-16,1,22.6,22.0,23.0,1.8
2020-05-15,3,24.6,22.0,31.0,0.5
2020-05-10,6,19.8,13.0,28.0,0.0
2020-05-08,23,26.4,16.0,33.0,0.0
2020-05-07,2,,,,
2020-05-06,23,25.1,23.0,27.0,0.0
2020-05-04,1,24.3,23.0,27.0,0.0
2020-05-03,3,24.1,23.0,26.0,0.0
2020-05-02,13,21.6,20.0,23.0,0.0
2020-05-01,5,22.4,15.0,29.0,0.0
2020-04-30,5,21.2,14.0,28.0,1.2
2020-04-29,5,26.3,26.0,27.0,0.0
2020-04-28,6,23.3,23.0,24.0,0.0
2020-04-26,2,19.6,18.0,21.0,0.0
2020-04-25,39,23.6,21.0,27.0,2.8
2020-04-24,7,20.1,16.0,26.0,0.0
2020-04-23,20,26.4,26.0,27.0,0.0
2020-04-20,25,22.0,17.0,29.0,21.3
2020-04-18,21,22.1,17.0,24.0,0.0
2020-04-16,8,16.1,8.0,24.0,0.0
2020-04-15,6,14.8,8.0,22.0,0.0
2020-04-14,2,13.4,10.0,17.0,0.0
2020-04-13,13,22.2,20.0,26.0,0.2
2020-04-12,10,23.4,23.0,24.0,0.0
2020-04-11,6,18.2,17.0,20.0,0.0
2020-04-10,38,21.1,20.0,22.0,39.9
2020-04-09,37,26.4,21.0,31.0,0.0
2020-04-08,15,25.0,23.0,27.0,0.0
2020-04-07,31,,,,
2020-04-06,37,19.4,18.0,21.0,0.0
2020-04-05,17,14.8,14.0,15.0,0.0
2020-04-04,9,21.1,20.0,22.0,14.1
2020-04-02,11,19.1,11.0,24.0,0.0
2020-04-01,4,,,,
2020-03-30,8,21.2,20.0,23.0,0.0
2020-03-29,36,15.8,14.0,18.0,1.0
2020-03-28,8,25.3,25.0,27.0,0.0
2020-03-27,10,25.9,20.0,32.0,0.0
2020-03-26,10,22.6,21.0,24.0,0.0
2020-03-25,5,25.6,22.0,32.0,0.0
2020-03-24,52,25.1,21.0,31.0,0.0
2020-03-23,41,23.1,22.0,24.0,0.2
2020-03-22,32,15.2,15.0,16.0,9.1
2020-03-21,5,15.8,13.0,18.0,27.4
2020-03-18,10,23.9,21.0,29.0,0.0
2020-03-16,3,20.1,18.0,23.0,0.0
2020-03-15,19,22.5,22.0,23.0,0.0
2020-03-13,1,23.5,21.0,29.0,0.0
2020-03-11,30,20.1,18.0,21.0,15.1
2020-03-10,1,20.6,20.0,21.0,0.0
2020-03-08,8,,,,
2020-03-07,20,12.1,8.0,18.0,0.0
2020-03-04,2,20.9,16.0,24.0,0.5
2020-03-02,1,19.3,19.0,20.0,1.0
2020-03-01,4,18.9,17.0,22.0,0.0
2020-02-29,41,10.7,8.0,15.0,0.0
2020-02-23,36,14.2,9.0,20.0,0.0
2020-02-22,34,9.1,3.0,18.0,0.0
2020-02-19,4,15.4,13.0,26.0,0.0
2020-02-16,6,15.7,16.0,16.0,0.0
2020-02-15,16,7.4,6.0,9.0,0.0
2020-02-13,11,11.2,10.0,12.0,0.2
2020-02-09,20,15.2,13.0,18.0,0.0
2020-02-08,16,14.4,10.0,19.0,0.0
2020-02-05,10,18.8,14.0,22.0,0.0
2020-02-02,18,10.6,8.0,13.0,0.0
2020-02-01,37,11.0,5.0,21.0,0.0
2020-01-31,2,11.2,10.0,12.0,0.0
2020-01-27,2,,,,
2020-01-26,53,15.4,14.0,16.0,0.0
2020-01-25,27,8.3,6.0,12.0,0.0
2020-01-23,15,15.0,14.0,16.0,32.9
2020-01-22,4,9.8,9.0,11.0,0.0
2020-01-20,14,8.2,6.0,11.0,0.0
2020-01-19,96,,,,
2020-01-18,25,,,,
2020-01-17,11,18.8,17.0,21.0,0.2
2020-01-16,12,22.0,21.0,27.0,0.0
2020-01-15,14,22.1,21.0,23.0,6.1
2020-01-13,19,9.6,9.0,11.0,0.0
2020-01-12,50,6.1,4.0,9.0,23.3
2020-01-07,17,17.6,16.0,19.0,0.0
2020-01-05,5,13.0,4.0,23.0,0.0
2020-01-04,37,12.6,4.0,21.0,0.0
2020-01-03,56,16.0,12.0,21.0,4.7
2020-01-01,3,,,,
2019-12-31,22,9.0,2.0,17.0,0.0
2019-12-29,2,18.8,13.0,26.0,3.0
2019-12-28,42,19.9,12.0,26.0,0.2
2019-12-27,31,,,,
2019-12-24,11,,,,
2019-12-21,50,,,,
2019-12-19,3,,,,
2019-12-15,31,15.9,15.0,17.0,0.0
2019-12-14,34,14.2,11.0,19.0,0.0
2019-12-13,37,11.8,10.0,13.0,0.0
2019-12-08,23,,,,
2019-12-07,37,,,,
2019-12-06,1,19.3,9.0,25.0,0.0
2019-12-03,5,,,,
2019-12-01,47,18.3,13.0,27.0,1.8
2019-11-30,4,,,,
2019-11-28,53,18.4,16.0,24.0,0.0
2019-11-27,23,21.1,16.0,28.0,0.0
2019-11-26,10,,,,
2019-11-24,40,12.5,6.0,21.0,0.0
2019-11-23,42,12.6,9.0,17.0,1.0
2019-11-22,1,22.9,21.0,27.0,0.7
2019-11-20,11,18.4,8.0,26.0,0.0
2019-11-19,5,14.6,8.0,26.0,0.0
2019-11-18,9,13.1,11.0,17.0,0.0
2019-11-17,7,7.4,6.0,10.0,0.0
2019-11-16,39,7.4,6.0,10.0,0.0
2019-11-15,45,7.5,7.0,8.0,4.0
2019-11-13,2,3.6,2.0,5.0,0.0
2019-11-09,32,9.7,8.0,11.0,0.2
2019-11-08,37,,,,
2019-11-05,2,19.8,19.0,21.0,0.0
2019-11-03,31,11.9,6.0,20.0,0.0
2019-11-02,39,10.4,10.0,11.0,0.0
2019-11-01,5,7.3,6.0,9.0,0.0
2019-10-27,87,16.5,11.0,25.0,0.0
2019-10-26,42,13.0,11.0,20.0,6.6
2019-10-22,1,19.1,12.0,27.0,8.8
2019-10-20,77,,,,
2019-10-19,10,,,,
2019-10-15,5,24.9,24.0,25.0,2.8
2019-10-13,11,14.2,13.0,16.0,0.0
2019-10-12,49,,,,
2019-10-05,2,25.9,24.0,27.0,0.0
2019-09-29,24,28.7,24.0,33.0,0.0
2019-09-28,54,27.7,23.0,33.0,7.0
2019-09-27,2,25.9,22.0,33.0,0.0
2019-09-22,2,25.8,24.0,28.0,0.0
2019-09-21,21,25.4,24.0,26.0,22.4
2019-09-20,9,26.3,23.0,31.0,234.0
2019-09-18,1,24.6,24.0,26.0,15.1
2019-09-15,3,26.3,24.0,30.0,0.0
2019-09-14,49,25.4,24.0,26.0,0.0
2019-09-07,4,29.2,27.0,32.0,0.0
2019-08-31,21,28.4,24.0,36.0,0.0
2019-08-20,5,29.4,25.0,37.0,0.0
2019-08-18,10,30.5,26.0,37.0,0.0
2019-08-11,15,30.2,28.0,33.0,0.0
2019-08-10,1,31.2,25.0,38.0,0.0
2019-08-08,2,29.9,28.0,33.0,0.0
2019-08-06,5,29.9,25.0,36.0,0.0
2019-08-04,14,28.8,28.0,32.0,0.0
2019-08-02,4,28.6,28.0,31.0,0.0
2019-07-28,8,29.8,28.0,32.0,0.0
2019-07-27,2,26.8,24.0,31.0,0.0
2019-07-21,1,,,,
2019-07-20,9,29.9,25.0,35.0,0.0
2019-07-13,42,29.9,28.0,32.0,0.0
2019-07-10,1,29.8,28.0,32.0,0.0
2019-07-08,15,,,,
2019-07-07,18,,,,
2019-07-06,11,,,,
2019-07-05,32,,,,
2019-07-04,32,28.3,24.0,33.0,30.6
2019-07-03,24,24.3,23.0,26.0,3.3
2019-07-02,14,27.2,26.0,29.0,0.0
2019-07-01,8,28.0,24.0,33.0,0.0
2019-06-30,31,22.3,22.0,23.0,20.2
2019-06-29,32,23.2,22.0,24.0,9.7
2019-06-28,45,24.3,23.0,27.0,0.0
2019-06-27,35,25.9,24.0,27.0,0.5
2019-06-26,48,22.9,23.0,23.0,7.5
2019-06-25,28,25.6,23.0,28.0,0.0
2019-06-23,5,29.6,29.0,31.0,0.5
2019-06-22,22,29.7,29.0,31.0,0.0
2019-06-21,3,29.1,28.0,31.0,0.0
2019-06-19,35,28.6,27.0,32.0,0.0
2019-06-18,21,26.3,25.0,28.0,0.0
2019-06-17,14,22.2,20.0,26.0,37.3
2019-06-16,4,28.8,28.0,31.0,0.0
2019-06-15,1,,,,
2019-06-14,9,25.8,23.0,30.0,0.0
2019-06-12,19,24.2,22.0,27.0,0.0
2019-06-11,8,26.8,25.0,29.0,0.0
2019-06-10,9,28.3,26.0,31.0,0.0
2019-06-09,18,27.6,26.0,32.0,0.0
2019-06-08,41,27.3,24.0,31.0,0.0
2019-06-07,44,26.1,24.0,29.0,0.0
2019-06-06,19,27.3,24.0,34.0,43.6
2019-06-05,4,24.2,23.0,26.0,18.7
2019-05-01,2,26.2,24.0,30.0,0.0
2019-04-24,2,20.7,19.0,22.0,0.5
2019-04-23,1,21.3,21.0,22.0,0.0
2019-04-22,1,20.0,19.0,21.0,0.0
2019-04-20,24,15.3,12.0,19.0,0.0
2019-04-19,1,16.9,15.0,19.0,38.3
2019-04-16,17,,,,
2019-04-14,4,15.2,9.0,29.0,4.7
2019-04-09,19,21.6,19.0,25.0,0.0
2019-04-05,2,22.7,21.0,24.0,0.0
2019-04-02,3,10.3,3.0,21.0,0.0
2019-03-30,6,21.4,15.0,26.0,0.7
2019-03-26,5,20.8,17.0,24.0,0.0
2019-03-24,1,16.9,15.0,19.0,0.0
2019-03-23,3,18.6,17.0,22.0,0.0
2019-03-22,1,15.6,14.0,18.0,0.0
2019-03-16,18,14.1,13.0,16.0,0.0
2019-03-15,1,17.3,16.0,20.0,3.3
2019-03-14,56,,,,
2019-03-13,13,21.6,17.0,23.0,0.0
2019-03-12,8,19.1,18.0,21.0,0.0
2019-03-11,6,21.4,21.0,23.0,0.0
2019-03-10,12,22.4,22.0,24.0,0.0
2019-03-09,1,22.4,22.0,23.0,0.0
2019-03-08,2,22.3,20.0,28.0,0.2
2019-03-05,1,1.9,0.0,2.0,0.0
2019-03-03,23,19.1,18.0,21.0,1.2
2019-03-02,28,15.1,14.0,16.0,0.0
2019-03-01,38,9.7,7.0,19.0,3.6
2019-02-27,28,15.8,16.0,16.0,14.1
2019-02-26,14,11.8,11.0,12.0,0.7
2019-02-23,43,21.7,10.0,26.0,1.2
2019-02-22,10,10.2,10.0,11.0,3.6
2019-02-20,14,8.8,8.0,9.0,6.1
2019-02-17,45,,,,
2019-02-16,2,20.5,20.0,21.0,0.0
2019-02-12,12,20.2,18.0,21.0,8.3
2019-02-10,31,10.8,3.0,21.0,0.0
2019-02-09,24,4.3,3.0,7.0,0.0
2019-02-06,2,21.9,22.0,23.0,0.0
2019-02-03,35,15.2,15.0,16.0,0.2
2019-02-02,15,14.9,13.0,17.0,0.2
2019-02-01,95,14.5,13.0,21.0,3.6
2019-01-29,1,9.2,3.0,22.0,3.7
2019-01-27,50,12.2,11.0,13.0,0.2
2019-01-26,53,8.2,6.0,12.0,0.0
2019-01-25,56,5.9,3.0,8.0,0.0
2019-01-23,33,18.9,10.0,21.0,1.0
2019-01-22,7,14.9,14.0,16.0,0.0
2019-01-18,44,13.7,12.0,15.0,1.0
2019-01-15,6,8.2,3.0,13.0,0.0
2019-01-12,12,,,,
2019-01-11,43,11.6,6.0,19.0,0.0
2019-01-09,4,,,,
2019-01-08,19,19.3,13.0,26.0,0.0
2019-01-06,6,13.3,3.0,23.0,0.0
2019-01-05,29,11.2,2.0,22.0,0.0
2019-01-03,4,10.5,7.0,13.0,37.3
2019-01-02,4,12.3,4.0,18.0,0.0
2019-01-01,10,10.6,4.0,18.0,0.7
2018-12-31,34,9.2,9.0,10.0,7.5
2018-12-30,7,8.5,7.0,12.0,0.0
2018-12-29,23,12.4,10.0,14.0,0.0
2018-12-28,5,12.8,11.0,14.0,32.7
2018-12-27,3,20.5,19.0,23.0,10.3
2018-12-25,60,17.3,15.0,22.0,0.0
2018-12-24,5,11.2,8.0,14.0,0.0
2018-12-23,16,17.7,5.0,24.0,0.0
2018-12-22,5,9.4,8.0,11.0,0.0
2018-12-21,21,12.3,10.0,14.0,1.5
2018-12-20,5,11.0,10.0,12.0,0.0
2018-12-18,2,,,,
2018-12-17,5,11.6,11.0,13.0,0.0
2018-12-16,25,10.1,8.0,12.0,0.0
2018-12-15,36,10.1,9.0,11.0,0.0
2018-12-14,7,12.0,9.0,18.0,17.5
2018-12-13,2,19.3,19.0,19.0,0.0
2018-12-12,8,10.3,8.0,12.0,0.0
2018-12-11,12,8.2,2.0,17.0,0.0
2018-12-10,6,6.3,4.0,8.0,0.0
2018-12-08,16,12.8,11.0,14.0,109.0
2018-12-06,4,8.1,7.0,11.0,0.0
2018-12-04,10,10.8,5.0,20.0,0.0
2018-12-02,3,16.2,9.0,27.0,0.0
2018-12-01,18,23.6,20.0,27.0,0.2
2018-11-30,10,21.9,19.0,26.0,4.0
2018-11-29,4,19.3,19.0,19.0,0.0
2018-11-28,8,8.6,6.0,12.0,0.0
2018-11-27,7,6.4,4.0,9.0,0.0
2018-11-24,16,14.9,12.0,17.0,0.2
2018-11-23,59,11.3,10.0,13.0,2.8
2018-11-22,23,11.7,11.0,13.0,1.8
2018-11-21,47,9.9,6.0,16.0,0.0
2018-11-20,2,9.7,9.0,10.0,1.5
2018-11-19,10,10.2,9.0,11.0,6.3
2018-11-17,7,10.9,8.0,14.0,0.0
2018-11-16,4,7.8,4.0,9.0,0.0
2018-11-11,15,8.8,8.0,9.0,0.0
2018-11-10,78,10.1,9.0,12.0,4.0
2018-11-09,38,18.4,17.0,19.0,0.0
2018-11-07,1,26.7,23.0,32.0,0.0
2018-11-06,12,25.2,25.0,26.0,0.7
2018-11-04,19,21.9,22.0,22.0,0.0
2018-11-03,57,15.3,13.0,17.0,0.0
2018-11-02,3,13.3,12.0,16.0,0.0
2018-10-31,3,23.4,18.0,29.0,0.0
2018-10-30,6,21.3,19.0,24.0,0.0
2018-10-28,56,,,,
2018-10-27,31,,,,
2018-10-26,19,17.5,12.0,25.0,0.0
2018-10-24,16,17.8,17.0,21.0,9.7
2018-10-23,5,15.5,15.0,16.0,0.0
2018-10-21,38,18.0,17.0,19.0,1.8
2018-10-20,11,21.9,19.0,24.0,12.9
2018-10-19,23,,,,
2018-10-17,4,15.0,13.0,18.0,0.0
2018-10-14,27,,,,
2018-10-13,23,25.6,21.0,32.0,0.0
2018-10-12,1,21.7,16.0,28.0,0.0
2018-10-10,30,24.6,22.0,32.0,2.5
2018-10-09,16,26.2,23.0,31.0,8.6
2018-10-07,22,27.4,23.0,33.0,0.0
2018-10-06,39,27.5,23.0,32.0,0.0
2018-10-05,22,27.0,23.0,33.0,0.0
2018-10-03,65,26.6,22.0,32.0,0.0
2018-10-01,9,24.7,22.0,29.0,0.0
2018-09-30,58,24.6,22.0,29.0,21.0
2018-09-29,27,,,,
2018-09-28,3,22.2,22.0,23.0,0.0
2018-09-27,1,24.8,24.0,26.0,0.0
2018-09-26,4,,,,
2018-09-25,24,26.9,26.0,28.0,0.0
2018-09-23,69,24.0,24.0,24.0,0.0
2018-09-22,31,25.8,26.0,26.0,0.0
2018-09-21,46,,,,
2018-09-19,14,29.5,24.0,36.0,0.0
2018-09-18,41,,,,
2018-09-17,2,29.1,25.0,34.0,0.0
2018-09-16,35,26.0,25.0,27.0,0.0
2018-09-15,84,24.3,24.0,25.0,0.0
2018-09-14,20,25.0,23.0,30.0,14.1
2018-09-13,4,25.9,23.0,30.0,11.6
2018-09-12,13,24.2,24.0,24.0,0.0
2018-09-11,28,24.3,23.0,27.0,12.2
2018-08-15,3,29.2,23.0,35.0,0.0
2018-08-05,1,27.6,23.0,34.0,1.0
2018-08-04,1,,,,
2018-07-30,1,30.8,26.0,38.0,0.0
2018-07-29,1,29.8,28.0,32.0,0.0
2018-07-27,11,30.7,23.0,38.0,0.0
2018-07-23,19,31.4,27.0,38.0,0.0
2018-07-21,28,,,,
2018-07-20,15,,,,
2018-07-19,32,,,,
2018-07-18,32,,,,
2018-07-17,3,30.0,24.0,36.0,0.0
2018-07-16,42,30.2,24.0,36.0,0.0
2018-07-15,87,29.7,24.0,35.0,0.5
2018-07-14,43,,,,
2018-07-13,103,,,,
2018-07-11,17,,,,
2018-07-10,7,27.4,23.0,34.0,0.0
2018-07-09,24,,,,
2018-07-08,7,25.4,23.0,34.0,0.0
2018-07-07,72,26.9,24.0,29.0,0.0
2018-07-06,8,27.2,24.0,32.0,0.0
2018-07-02,9,30.0,24.0,36.0,0.0
2018-06-30,57,29.0,28.0,31.0,0.0
2018-06-29,42,,,,
2018-06-28,56,30.0,25.0,35.0,0.0
2018-06-24,19,,,,
2018-06-23,32,,,,
2018-06-22,11,28.1,27.0,29.0,0.0
2018-06-21,40,24.5,24.0,25.0,0.0
2018-06-17,9,,,,
2018-06-16,15,29.4,23.0,34.0,0.0
2018-06-13,33,29.3,23.0,36.0,0.0
2018-06-11,3,30.1,27.0,36.0,0.0
2018-06-10,61,29.7,22.0,35.0,0.0
2018-06-09,45,,,,
2018-06-07,2,,,,
2018-06-06,36,,,,
2018-06-04,25,,,,
2018-06-03,39,,,,
