date,temperature_max,temperature_min,temperature_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_max,wind_speed_mean,relative_humidity_mean,soil_temp_mean,soil_moisture_mean
2007-10-07,29.0,23.5,25.3,2.4,2.4,0.0,15.1,10.0,87,26.2,0.37
2007-10-08,31.2,23.2,26.7,0.6,0.6,0.0,12.1,6.9,81,26.9,0.362
2007-10-09,32.0,23.1,26.8,0.4,0.4,0.0,12.1,9.5,73,26.9,0.344
2007-10-10,30.2,21.4,25.3,0.0,0.0,0.0,11.7,8.5,58,25.9,0.327
2007-10-11,29.4,16.1,23.0,0.0,0.0,0.0,8.2,6.6,55,24.1,0.308
2007-10-12,28.5,16.1,22.1,0.0,0.0,0.0,9.9,6.6,63,23.5,0.293
2007-10-13,28.4,16.1,22.2,0.0,0.0,0.0,15.1,9.9,66,23.6,0.282
2007-10-14,28.1,19.0,23.5,0.0,0.0,0.0,18.6,14.1,72,23.7,0.274
2007-10-15,29.1,20.9,24.5,6.3,6.3,0.0,17.8,13.1,82,24.7,0.307
2007-10-16,27.9,20.4,23.4,1.5,1.5,0.0,11.9,8.0,87,24.2,0.358
2007-10-17,31.1,21.2,25.9,0.7,0.7,0.0,20.3,14.3,80,25.3,0.353
2007-10-18,32.7,23.8,27.4,0.0,0.0,0.0,19.9,13.1,72,26.8,0.337
2007-10-19,29.4,18.3,23.3,0.0,0.0,0.0,12.8,8.4,41,24.1,0.315
2007-10-20,30.0,15.1,22.2,0.0,0.0,0.0,17.4,11.1,56,22.6,0.298
2007-10-21,29.9,18.7,23.8,0.0,0.0,0.0,19.5,13.1,67,24.0,0.285
2007-10-22,24.2,13.2,18.2,13.5,13.5,0.0,30.7,17.8,80,20.8,0.359
2007-10-23,19.5,11.9,14.9,0.0,0.0,0.0,25.7,19.3,46,17.7,0.385
2007-10-24,23.2,10.8,16.5,0.0,0.0,0.0,25.3,15.6,44,17.6,0.354
2007-10-25,19.3,10.5,14.8,0.0,0.0,0.0,17.9,11.9,45,16.9,0.333
2007-10-26,22.0,6.9,14.3,0.0,0.0,0.0,7.9,5.4,56,16.4,0.318
2007-10-27,23.0,9.8,16.1,0.0,0.0,0.0,15.0,11.4,59,17.2,0.306
2007-10-28,23.7,12.6,17.5,0.0,0.0,0.0,17.2,13.8,59,18.5,0.294
2007-10-29,23.2,12.4,17.2,0.0,0.0,0.0,13.0,11.2,57,18.7,0.285
2007-10-30,24.9,11.4,17.9,0.0,0.0,0.0,9.8,6.6,62,19.2,0.276
2007-10-31,26.9,13.3,19.7,0.0,0.0,0.0,8.1,4.2,72,20.0,0.27
2007-11-01,27.5,14.9,20.4,0.0,0.0,0.0,8.0,5.3,74,21.4,0.264
2007-11-02,27.4,14.9,20.6,0.0,0.0,0.0,8.0,5.5,70,21.5,0.259
2007-11-03,27.2,15.7,20.8,0.0,0.0,0.0,9.7,6.7,69,21.6,0.255
2007-11-04,27.4,14.2,21.1,0.0,0.0,0.0,11.5,6.0,67,21.5,0.252
2007-11-05,28.1,16.4,21.7,0.0,0.0,0.0,15.5,11.5,70,22.3,0.248
2007-11-06,22.7,17.5,19.9,0.0,0.0,0.0,20.2,12.3,58,21.2,0.247
2007-11-07,18.5,13.6,15.9,0.0,0.0,0.0,13.2,8.6,30,19.0,0.244
2007-11-08,23.1,12.5,17.8,0.0,0.0,0.0,13.9,9.1,63,18.8,0.242
2007-11-09,28.4,17.4,21.9,0.0,0.0,0.0,13.8,10.5,77,21.8,0.242
2007-11-10,26.9,17.9,21.9,0.0,0.0,0.0,15.6,10.6,78,22.3,0.241
2007-11-11,26.1,18.2,21.8,0.1,0.1,0.0,19.7,12.5,71,22.2,0.241
2007-11-12,26.7,18.5,22.0,1.0,1.0,0.0,12.2,8.8,77,22.4,0.244
2007-11-13,27.7,17.3,22.3,0.1,0.1,0.0,12.2,8.2,81,22.8,0.248
2007-11-14,29.1,20.5,23.9,0.0,0.0,0.0,20.9,14.2,73,23.9,0.248
2007-11-15,20.2,11.7,16.9,0.0,0.0,0.0,25.5,18.3,24,20.2,0.244
2007-11-16,21.2,7.5,14.3,0.0,0.0,0.0,15.6,9.9,45,17.0,0.241
2007-11-17,24.4,14.2,18.7,6.2,6.2,0.0,17.1,9.6,81,18.7,0.255
2007-11-18,24.3,16.6,20.0,91.3,91.3,0.0,14.7,6.1,86,20.4,0.455
2007-11-19,24.2,17.0,19.9,0.3,0.3,0.0,10.5,5.5,90,20.6,0.444
2007-11-20,25.4,18.7,21.0,7.6,7.6,0.0,14.2,10.3,91,21.2,0.438
2007-11-21,26.3,14.7,20.9,14.5,14.5,0.0,23.9,14.8,87,21.4,0.443
2007-11-22,14.3,7.5,10.7,0.0,0.0,0.0,25.8,20.4,50,15.5,0.444
2007-11-23,10.9,7.0,8.7,0.8,0.8,0.0,18.1,13.9,62,12.4,0.44
2007-11-24,9.9,7.5,8.6,19.1,19.1,0.0,22.8,16.9,79,11.4,0.45
2007-11-25,9.8,7.8,8.7,13.4,13.4,0.0,20.2,13.9,92,11.1,0.462
2007-11-26,13.7,4.5,8.5,0.0,0.0,0.0,16.8,12.0,71,10.9,0.454
2007-11-27,14.8,3.8,9.0,0.0,0.0,0.0,11.2,7.7,80,11.0,0.44
2007-11-28,19.6,7.8,13.3,0.0,0.0,0.0,10.5,5.6,82,13.2,0.432
2007-11-29,20.9,11.0,15.4,0.0,0.0,0.0,9.5,6.5,86,15.5,0.424
2007-11-30,21.3,12.3,16.7,0.0,0.0,0.0,11.4,8.2,89,16.7,0.418
2007-12-01,23.3,16.1,19.8,0.0,0.0,0.0,25.6,16.9,83,18.7,0.414
2007-12-02,25.6,18.7,22.3,1.3,1.3,0.0,23.9,15.5,85,20.8,0.413
2007-12-03,17.5,7.5,12.0,0.0,0.0,0.0,24.0,16.2,47,15.4,0.406
2007-12-04,15.6,4.5,9.5,0.0,0.0,0.0,11.0,6.2,60,12.0,0.396
2007-12-05,21.4,7.4,13.2,0.0,0.0,0.0,9.8,7.0,71,13.5,0.388
2007-12-06,20.2,9.6,14.7,0.0,0.0,0.0,13.4,11.6,83,14.6,0.383
2007-12-07,25.5,15.2,20.0,0.2,0.2,0.0,19.2,13.6,88,18.2,0.381
2007-12-08,25.7,20.9,22.5,0.8,0.8,0.0,20.6,14.9,92,21.1,0.385
2007-12-09,25.5,20.6,22.3,1.4,1.4,0.0,16.1,12.3,91,21.7,0.392
2007-12-10,25.0,19.5,21.4,1.5,1.5,0.0,16.1,11.4,93,21.3,0.4
2007-12-11,26.1,20.8,22.6,0.9,0.9,0.0,26.4,18.0,88,21.9,0.4
2007-12-12,21.8,11.7,17.7,4.1,4.1,0.0,13.5,9.6,93,19.6,0.425
2007-12-13,13.8,8.5,11.4,6.6,6.6,0.0,16.5,10.3,87,14.6,0.452
2007-12-14,19.0,13.3,16.3,0.0,0.0,0.0,16.8,11.2,87,16.4,0.432
2007-12-15,19.7,5.3,14.0,17.3,17.3,0.0,28.5,22.2,71,16.1,0.455
2007-12-16,10.1,2.6,5.7,0.0,0.0,0.0,21.5,12.5,53,10.2,0.449
2007-12-17,13.4,0.4,7.2,0.0,0.0,0.0,13.4,9.3,72,9.5,0.438
2007-12-18,21.6,9.8,16.0,0.1,0.1,0.0,17.4,10.5,80,14.5,0.43
2007-12-19,22.7,12.5,17.6,5.1,5.1,0.0,13.9,9.9,92,16.8,0.437
2007-12-20,22.8,11.6,18.0,12.9,12.9,0.0,20.4,13.1,74,17.9,0.473
2007-12-21,20.9,7.3,14.0,0.0,0.0,0.0,16.0,9.4,71,14.9,0.453
2007-12-22,21.4,6.7,16.7,2.1,2.1,0.0,28.1,17.8,65,16.5,0.45
2007-12-23,10.1,1.7,5.3,0.0,0.0,0.0,24.9,11.3,49,10.1,0.438
2007-12-24,14.0,2.1,7.3,0.0,0.0,0.0,10.3,6.2,66,9.4,0.428
2007-12-25,15.1,2.2,8.1,0.0,0.0,0.0,14.2,8.7,69,9.8,0.42
2007-12-26,17.8,7.2,12.0,13.1,13.1,0.0,28.5,16.6,79,12.1,0.437
2007-12-27,14.0,3.1,9.0,0.0,0.0,0.0,16.4,10.9,77,10.8,0.438
2007-12-28,17.3,8.3,12.5,7.4,7.4,0.0,23.2,13.1,73,13.4,0.439
2007-12-29,13.4,5.5,9.2,0.0,0.0,0.0,10.6,6.8,73,11.0,0.435
2007-12-30,18.2,3.3,10.0,0.0,0.0,0.0,9.8,6.8,73,10.6,0.43
2007-12-31,21.1,5.9,12.4,0.0,0.0,0.0,22.7,12.6,68,11.9,0.423
2008-01-01,11.6,4.8,8.2,0.0,0.0,0.0,21.8,17.3,36,10.5,0.413
2008-01-02,8.1,1.7,4.4,0.0,0.0,0.0,19.4,13.9,40,7.5,0.405
2008-01-03,7.7,-1.1,2.7,0.0,0.0,0.0,12.5,10.2,59,5.9,0.4
2008-01-04,16.9,2.9,10.7,0.0,0.0,0.0,21.6,14.7,78,9.8,0.397
2008-01-05,22.4,13.9,17.7,0.7,0.7,0.0,23.1,15.8,87,15.1,0.398
2008-01-06,24.3,16.9,19.5,0.1,0.1,0.0,24.3,18.0,86,17.6,0.397
2008-01-07,24.4,18.2,20.8,1.2,1.2,0.0,31.1,22.1,87,19.0,0.4
2008-01-08,23.4,12.6,19.2,7.0,7.0,0.0,21.4,17.5,79,18.8,0.428
2008-01-09,18.7,9.7,14.1,0.0,0.0,0.0,16.2,8.4,63,15.9,0.432
2008-01-10,20.2,10.2,17.0,0.4,0.4,0.0,20.2,13.9,69,17.0,0.416
2008-01-11,16.5,5.5,10.8,0.0,0.0,0.0,8.1,6.7,62,13.0,0.404
2008-01-12,20.5,6.4,12.4,1.1,1.1,0.0,19.6,10.5,74,13.1,0.398
2008-01-13,16.2,6.5,10.5,0.0,0.0,0.0,14.7,10.6,67,12.4,0.395
2008-01-14,16.2,3.9,10.1,0.0,0.0,0.0,8.4,6.4,65,11.5,0.387
2008-01-15,15.2,7.8,10.9,6.1,6.1,0.0,10.5,5.1,75,11.8,0.393
2008-01-16,14.5,8.3,11.0,24.5,24.5,0.0,14.8,7.3,89,11.8,0.475
2008-01-17,11.4,6.9,9.1,0.0,0.0,0.0,16.8,10.2,66,11.3,0.458
2008-01-18,7.7,4.8,6.7,8.2,8.2,0.0,19.9,14.0,75,9.1,0.463
2008-01-19,10.4,3.1,5.9,22.5,22.5,0.0,22.1,16.4,71,8.5,0.445
2008-01-20,10.0,-0.3,4.6,0.0,0.0,0.0,16.6,11.8,61,7.1,0.439
2008-01-21,15.6,5.4,10.3,0.0,0.0,0.0,20.6,18.9,75,9.6,0.436
2008-01-22,21.2,10.0,15.7,3.7,3.7,0.0,17.2,10.8,91,14.6,0.455
2008-01-23,9.7,6.5,8.1,7.2,7.2,0.0,14.1,10.6,95,10.7,0.472
2008-01-24,9.3,4.6,7.0,9.1,9.1,0.0,20.3,16.0,75,9.2,0.476
2008-01-25,8.0,4.0,5.2,6.9,6.9,0.0,16.2,12.0,79,7.7,0.443
2008-01-26,15.2,4.6,8.7,0.0,0.0,0.0,8.4,5.9,87,9.7,0.436
2008-01-27,16.0,3.2,9.0,0.0,0.0,0.0,9.9,6.3,85,10.4,0.434
2008-01-28,20.9,6.0,14.3,0.0,0.0,0.0,20.5,14.4,89,12.8,0.43
2008-01-29,23.4,9.1,18.3,0.4,0.4,0.0,26.3,20.8,65,16.6,0.429
2008-01-30,12.4,3.8,8.1,3.4,3.4,0.0,19.5,15.4,52,11.0,0.427
2008-01-31,16.5,7.1,13.6,20.2,20.2,0.0,29.3,19.0,66,13.3,0.436
2008-02-01,13.5,1.2,7.3,0.0,0.0,0.0,14.3,9.0,56,10.2,0.42
2008-02-02,21.6,6.3,13.9,0.0,0.0,0.0,16.9,11.2,81,12.8,0.42
2008-02-03,23.1,16.7,19.9,5.9,5.9,0.0,20.1,16.0,94,17.4,0.455
2008-02-04,24.2,19.2,21.5,0.0,0.0,0.0,30.4,22.4,86,19.6,0.449
2008-02-05,25.8,18.3,21.9,5.3,5.3,0.0,34.8,22.4,82,20.4,0.448
2008-02-06,18.3,5.9,10.5,0.0,0.0,0.0,21.9,13.9,50,14.4,0.451
2008-02-07,19.2,4.0,10.7,0.0,0.0,0.0,21.9,11.7,62,12.0,0.433
2008-02-08,22.5,4.6,13.0,0.0,0.0,0.0,22.9,12.7,69,12.9,0.421
2008-02-09,21.9,11.1,16.2,0.0,0.0,0.0,11.0,7.3,87,15.5,0.416
2008-02-10,22.5,12.9,16.7,0.0,0.0,0.0,13.0,9.4,81,16.8,0.413
2008-02-11,22.7,13.1,17.5,3.0,3.0,0.0,22.4,13.4,87,16.9,0.416
2008-02-12,20.7,10.0,15.7,11.7,11.7,0.0,19.6,14.9,81,16.3,0.44
2008-02-13,14.9,4.5,9.4,0.0,0.0,0.0,19.0,10.1,52,12.4,0.431
2008-02-14,20.2,7.2,13.6,0.0,0.0,0.0,25.7,15.0,75,13.6,0.424
2008-02-15,20.7,15.2,17.6,6.1,6.1,0.0,17.7,11.5,94,16.4,0.439
2008-02-16,22.1,12.0,19.0,42.7,42.7,0.0,32.2,21.6,96,18.1,0.462
2008-02-17,20.7,9.7,14.6,0.8,0.8,0.0,18.5,13.8,66,15.8,0.454
2008-02-18,16.2,7.9,11.6,0.0,0.0,0.0,15.3,11.4,58,13.8,0.443
2008-02-19,17.8,5.4,11.8,0.0,0.0,0.0,13.4,9.0,65,12.9,0.434
2008-02-20,22.1,12.2,16.9,11.5,11.5,0.0,15.9,11.0,89,15.6,0.451
2008-02-21,22.6,15.3,18.9,11.5,11.5,0.0,13.5,8.5,97,17.9,0.457
2008-02-22,17.9,10.3,14.4,0.1,0.1,0.0,14.8,11.6,79,16.3,0.438
2008-02-23,19.7,6.8,12.8,0.0,0.0,0.0,17.2,10.7,81,14.6,0.433
2008-02-24,24.2,12.4,17.6,0.0,0.0,0.0,12.4,9.1,77,17.2,0.424
2008-02-25,25.1,9.6,17.2,0.0,0.0,0.0,21.7,14.0,85,16.8,0.415
2008-02-26,18.9,7.9,13.1,0.0,0.0,0.0,26.4,22.0,51,15.6,0.406
2008-02-27,14.6,2.8,8.8,0.0,0.0,0.0,13.4,8.3,48,12.2,0.397
2008-02-28,19.7,6.2,13.1,0.0,0.0,0.0,24.9,16.8,70,13.4,0.39
2008-02-29,22.0,14.3,17.9,0.3,0.3,0.0,20.5,12.8,78,16.7,0.387
2008-03-01,23.9,13.8,18.3,0.0,0.0,0.0,14.0,8.5,82,18.2,0.385
2008-03-02,23.6,15.5,19.5,1.6,1.6,0.0,31.5,21.7,84,18.7,0.384
2008-03-03,22.6,7.0,16.0,6.9,6.9,0.0,31.3,23.7,79,17.5,0.418
2008-03-04,15.5,5.1,9.4,0.0,0.0,0.0,24.8,15.2,50,12.5,0.425
2008-03-05,20.1,5.9,12.7,0.0,0.0,0.0,16.5,11.8,66,13.4,0.404
2008-03-06,20.5,7.6,13.7,19.2,19.2,0.0,25.6,13.9,89,14.4,0.417
2008-03-07,10.9,3.9,6.7,0.3,0.3,0.0,34.1,21.3,67,10.3,0.457
2008-03-08,14.0,2.3,7.6,0.0,0.0,0.0,13.4,8.6,58,10.0,0.44
2008-03-09,20.1,7.1,13.6,0.0,0.0,0.0,23.2,15.6,73,12.8,0.428
2008-03-10,19.1,12.0,14.9,23.8,23.8,0.0,16.4,11.3,90,14.7,0.439
2008-03-11,18.3,10.0,13.1,0.0,0.0,0.0,13.7,10.7,79,14.3,0.426
2008-03-12,21.5,5.4,13.5,0.0,0.0,0.0,14.2,9.0,73,14.2,0.423
2008-03-13,22.8,11.3,17.1,1.0,1.0,0.0,24.1,13.7,84,16.0,0.418
2008-03-14,27.8,18.3,21.7,0.0,0.0,0.0,20.2,16.4,85,20.0,0.419
2008-03-15,26.9,17.1,21.1,0.0,0.0,0.0,19.9,13.5,64,20.2,0.404
2008-03-16,22.8,14.0,18.3,0.0,0.0,0.0,26.8,20.8,70,18.8,0.39
2008-03-17,25.8,19.1,22.2,1.3,1.3,0.0,36.2,27.3,86,20.8,0.386
2008-03-18,25.9,16.0,22.1,6.6,6.6,0.0,40.7,28.9,85,21.6,0.408
2008-03-19,18.6,11.6,14.6,0.5,0.5,0.0,25.9,19.3,61,17.3,0.428
2008-03-20,20.6,7.5,13.8,0.0,0.0,0.0,12.0,8.4,61,15.8,0.402
2008-03-21,22.1,7.8,14.9,0.0,0.0,0.0,14.4,9.9,75,15.9,0.387
2008-03-22,24.3,10.4,17.4,0.0,0.0,0.0,9.0,6.2,73,17.7,0.375
2008-03-23,19.9,13.6,16.5,0.0,0.0,0.0,20.0,15.4,48,17.4,0.361
2008-03-24,18.4,8.9,13.5,0.0,0.0,0.0,14.5,10.5,50,15.9,0.348
2008-03-25,21.3,10.0,16.0,0.0,0.0,0.0,22.4,15.9,64,16.2,0.339
2008-03-26,23.1,17.4,19.7,0.4,0.4,0.0,24.8,18.5,77,18.7,0.335
2008-03-27,25.5,17.3,20.5,0.0,0.0,0.0,24.5,19.1,77,19.8,0.333
2008-03-28,25.4,17.9,21.5,0.9,0.9,0.0,16.9,11.9,82,20.7,0.331
2008-03-29,25.4,18.6,21.1,3.9,3.9,0.0,16.9,10.8,89,20.7,0.348
2008-03-30,25.2,19.3,21.6,4.2,4.2,0.0,19.2,15.4,90,21.2,0.372
2008-03-31,26.3,20.0,22.9,1.0,1.0,0.0,28.7,20.4,84,22.1,0.39
2008-04-01,26.5,20.7,23.3,1.9,1.9,0.0,16.4,8.4,86,22.8,0.386
2008-04-02,25.5,19.9,22.1,1.8,1.8,0.0,12.6,9.5,90,22.1,0.39
2008-04-03,27.0,20.7,23.3,0.1,0.1,0.0,28.5,19.2,84,22.8,0.386
2008-04-04,25.1,13.8,19.8,26.4,26.4,0.0,21.0,15.6,92,21.0,0.419
2008-04-05,22.0,12.5,16.9,0.0,0.0,0.0,15.5,9.4,72,19.0,0.425
2008-04-06,25.3,10.6,18.1,0.0,0.0,0.0,13.0,7.6,80,19.2,0.408
2008-04-07,27.0,15.3,20.5,0.1,0.1,0.0,16.0,9.3,82,20.6,0.397
2008-04-08,27.2,18.4,22.8,0.5,0.5,0.0,20.2,14.6,82,22.0,0.389
2008-04-09,26.5,20.1,23.3,1.0,1.0,0.0,27.1,18.6,85,22.6,0.387
2008-04-10,27.0,22.0,23.7,2.8,2.8,0.0,26.4,15.8,84,23.0,0.398
2008-04-11,26.1,17.6,22.2,1.8,1.8,0.0,15.0,12.0,64,22.3,0.409
2008-04-12,22.1,14.0,17.6,0.0,0.0,0.0,20.5,15.0,44,19.2,0.384
2008-04-13,22.1,9.0,15.7,0.0,0.0,0.0,22.9,13.2,49,17.4,0.361
2008-04-14,19.4,7.5,13.5,0.0,0.0,0.0,15.5,10.2,45,16.2,0.342
2008-04-15,21.3,8.4,14.5,0.0,0.0,0.0,17.1,12.6,55,16.3,0.327
2008-04-16,24.3,11.0,17.6,0.0,0.0,0.0,23.1,17.1,64,17.9,0.315
2008-04-17,24.2,17.7,21.1,0.4,0.4,0.0,29.2,21.1,67,20.1,0.307
2008-04-18,22.5,12.2,17.7,14.5,14.5,0.0,21.9,12.7,68,18.8,0.408
2008-04-19,26.2,8.9,17.7,0.0,0.0,0.0,15.0,9.5,59,18.2,0.398
2008-04-20,25.6,11.0,19.2,0.0,0.0,0.0,19.6,12.3,79,19.1,0.371
2008-04-21,27.4,19.0,23.2,0.7,0.7,0.0,15.5,12.1,85,21.8,0.362
2008-04-22,28.9,21.0,23.8,2.1,2.1,0.0,15.3,9.7,86,23.1,0.362
2008-04-23,30.1,20.2,24.1,0.0,0.0,0.0,20.1,13.8,79,23.9,0.358
2008-04-24,28.0,20.9,23.9,0.0,0.0,0.0,23.1,17.9,76,23.9,0.338
2008-04-25,28.9,21.3,24.2,0.0,0.0,0.0,19.5,14.9,73,23.9,0.322
2008-04-26,27.8,20.0,23.5,0.2,0.2,0.0,13.0,7.1,74,23.9,0.314
2008-04-27,26.6,16.9,21.3,3.3,3.3,0.0,22.0,13.8,73,22.8,0.326
2008-04-28,24.2,13.7,18.2,0.0,0.0,0.0,18.9,12.5,46,20.4,0.33
2008-04-29,26.7,10.3,18.8,0.0,0.0,0.0,18.9,12.2,49,19.8,0.309
2008-04-30,26.8,15.2,21.1,0.0,0.0,0.0,27.1,18.2,64,21.3,0.292
2008-05-01,27.6,20.7,23.8,2.4,2.4,0.0,30.0,24.1,78,23.0,0.288
2008-05-02,31.2,22.3,26.1,0.6,0.6,0.0,27.1,17.5,75,25.1,0.295
2008-05-03,27.9,19.1,24.0,1.1,1.1,0.0,22.7,11.9,63,24.7,0.292
2008-05-04,28.4,15.1,22.1,0.0,0.0,0.0,12.0,9.6,54,23.2,0.278
2008-05-05,25.6,20.0,21.8,6.7,6.7,0.0,18.7,11.7,81,22.5,0.312
2008-05-06,25.8,18.5,22.0,1.1,1.1,0.0,19.2,13.6,84,22.1,0.335
2008-05-07,29.2,20.5,24.7,0.0,0.0,0.0,30.0,21.6,74,24.1,0.326
2008-05-08,31.6,21.0,25.6,0.0,0.0,0.0,21.3,10.9,62,25.5,0.305
2008-05-09,34.3,20.7,26.8,0.0,0.0,0.0,15.1,12.5,71,26.5,0.286
2008-05-10,32.8,22.1,27.4,0.0,0.0,0.0,21.3,14.9,73,26.7,0.273
2008-05-11,29.1,20.1,25.0,0.1,0.1,0.0,22.1,13.9,47,25.8,0.265
2008-05-12,27.3,17.3,22.2,0.0,0.0,0.0,16.1,12.0,48,23.6,0.256
2008-05-13,29.6,22.1,25.4,6.2,6.2,0.0,21.1,13.9,82,25.1,0.281
2008-05-14,30.8,23.4,26.0,5.6,5.6,0.0,17.8,11.1,83,25.8,0.354
2008-05-15,28.1,22.0,24.6,29.4,29.4,0.0,15.3,9.9,80,25.1,0.419
2008-05-16,25.0,18.6,21.3,0.7,0.7,0.0,18.3,13.3,66,22.8,0.397
2008-05-17,24.7,15.3,19.7,0.9,0.9,0.0,6.5,4.7,69,21.4,0.377
2008-05-18,29.2,16.1,22.4,0.0,0.0,0.0,12.9,8.8,66,22.6,0.357
2008-05-19,32.5,17.9,25.1,0.0,0.0,0.0,15.9,10.9,65,24.5,0.331
2008-05-20,34.2,21.4,27.3,0.0,0.0,0.0,16.4,12.8,65,26.7,0.308
2008-05-21,31.9,21.4,26.3,0.0,0.0,0.0,19.1,12.2,75,26.8,0.291
2008-05-22,30.6,24.1,27.1,3.8,3.8,0.0,26.3,18.8,80,27.0,0.295
2008-05-23,33.5,25.4,28.6,0.5,0.5,0.0,23.7,19.5,76,28.1,0.301
2008-05-24,33.4,25.6,28.8,0.1,0.1,0.0,17.9,15.7,76,28.8,0.288
2008-05-25,33.5,25.3,28.4,0.0,0.0,0.0,17.8,14.9,73,28.8,0.278
2008-05-26,33.1,24.9,28.2,0.2,0.2,0.0,19.6,17.0,71,28.8,0.268
2008-05-27,33.4,24.9,28.2,0.0,0.0,0.0,19.9,12.6,69,28.6,0.26
2008-05-28,33.0,23.4,27.7,0.6,0.6,0.0,10.2,5.6,71,28.8,0.256
2008-05-29,31.6,22.5,26.9,0.3,0.3,0.0,13.9,7.5,67,28.4,0.254
2008-05-30,33.6,20.9,27.2,0.0,0.0,0.0,16.0,11.6,62,28.3,0.25
2008-05-31,33.4,22.3,27.7,0.0,0.0,0.0,16.9,11.6,69,28.5,0.245
2008-06-01,34.5,23.3,28.4,0.0,0.0,0.0,17.5,12.8,67,29.4,0.241
2008-06-02,35.0,23.8,28.7,0.0,0.0,0.0,19.7,13.2,68,29.8,0.237
2008-06-03,35.1,25.1,29.2,0.0,0.0,0.0,21.9,18.0,66,30.2,0.234
2008-06-04,33.8,25.8,29.1,0.0,0.0,0.0,27.5,22.4,65,29.9,0.232
2008-06-05,32.5,26.7,29.0,0.0,0.0,0.0,32.6,26.3,69,29.9,0.233
2008-06-06,33.4,26.4,29.2,0.9,0.9,0.0,24.2,20.3,70,30.2,0.239
2008-06-07,33.6,25.5,29.2,0.1,0.1,0.0,23.5,18.7,69,30.3,0.24
2008-06-08,33.5,25.4,29.0,0.0,0.0,0.0,21.0,16.8,69,30.2,0.24
2008-06-09,34.4,25.2,29.0,0.9,0.9,0.0,20.3,15.7,66,30.3,0.24
2008-06-10,34.0,24.8,27.8,8.6,8.6,0.0,14.1,8.4,75,29.9,0.273
2008-06-11,33.4,24.0,28.2,0.0,0.0,0.0,19.9,14.0,70,29.4,0.315
2008-06-12,32.4,24.5,28.3,0.2,0.2,0.0,21.3,16.3,68,29.4,0.292
2008-06-13,34.0,24.9,28.6,0.6,0.6,0.0,18.1,14.2,68,29.6,0.278
2008-06-14,34.3,24.1,28.9,0.0,0.0,0.0,14.8,9.5,68,30.2,0.267
2008-06-15,34.7,24.6,29.3,0.4,0.4,0.0,13.8,9.2,67,30.9,0.257
2008-06-16,35.7,24.6,29.7,0.3,0.3,0.0,12.4,8.9,64,31.2,0.252
2008-06-17,35.5,24.7,29.7,0.6,0.6,0.0,15.1,7.2,62,31.7,0.248
2008-06-18,35.6,23.1,28.9,2.2,2.2,0.0,7.9,5.3,68,31.2,0.255
2008-06-19,34.1,24.7,29.2,0.8,0.8,0.0,14.0,7.1,66,31.0,0.257
2008-06-20,35.2,24.2,29.1,0.0,0.0,0.0,13.0,7.2,66,31.0,0.253
2008-06-21,35.7,23.9,29.4,1.4,1.4,0.0,7.6,5.5,63,31.4,0.249
2008-06-22,35.4,24.1,29.6,0.0,0.0,0.0,11.2,8.2,56,31.6,0.249
2008-06-23,34.3,23.1,28.7,0.0,0.0,0.0,15.3,8.1,63,31.0,0.242
2008-06-24,32.2,23.8,27.9,5.1,5.1,0.0,16.4,9.7,72,30.0,0.263
2008-06-25,32.8,24.9,27.4,11.3,11.3,0.0,20.8,10.3,78,29.3,0.338
2008-06-26,31.2,24.9,26.8,9.1,9.1,0.0,14.6,11.2,81,28.3,0.395
2008-06-27,32.4,24.7,28.0,0.9,0.9,0.0,17.7,14.2,75,28.8,0.355
2008-06-28,31.0,24.2,27.3,3.2,3.2,0.0,24.8,12.7,77,28.6,0.342
2008-06-29,34.0,24.3,28.5,0.6,0.6,0.0,9.5,5.2,73,29.6,0.329
2008-06-30,32.5,23.9,27.5,2.9,2.9,0.0,11.0,6.0,76,28.9,0.33
2008-07-01,32.6,21.5,27.6,0.0,0.0,0.0,9.7,6.4,61,29.0,0.314
2008-07-02,31.7,21.9,26.8,1.0,1.0,0.0,11.9,6.4,74,28.9,0.293
2008-07-03,32.9,22.4,27.4,0.2,0.2,0.0,14.8,7.7,72,29.3,0.283
2008-07-04,31.3,22.6,26.2,5.2,5.2,0.0,18.2,8.3,78,28.3,0.299
2008-07-05,33.3,22.6,27.1,0.4,0.4,0.0,16.7,7.4,75,28.4,0.321
2008-07-06,33.3,23.6,28.4,0.0,0.0,0.0,14.3,7.7,69,29.3,0.3
2008-07-07,34.6,23.8,29.0,0.2,0.2,0.0,20.6,9.9,66,29.9,0.281
2008-07-08,34.3,24.7,28.7,4.3,4.3,0.0,12.8,7.2,72,30.0,0.286
2008-07-09,33.2,24.3,28.1,5.4,5.4,0.0,12.0,5.9,76,29.5,0.327
2008-07-10,32.4,24.4,28.3,0.8,0.8,0.0,11.5,8.8,74,29.5,0.34
2008-07-11,33.6,23.9,28.8,0.0,0.0,0.0,17.6,12.1,71,30.0,0.314
2008-07-12,36.0,24.2,29.7,0.0,0.0,0.0,15.9,12.2,66,30.9,0.287
2008-07-13,36.2,23.7,29.8,0.0,0.0,0.0,15.7,10.3,62,31.3,0.266
2008-07-14,36.1,25.0,30.4,0.0,0.0,0.0,14.0,8.4,59,32.0,0.252
2008-07-15,34.8,25.4,29.7,0.1,0.1,0.0,11.4,7.2,63,32.0,0.245
